project_id,lead_id,entry_id,af,excerpt,original_af_tags,entry_created,geoWidget,scaleWidget,matrix2dWidget,dateRangeWidget,matrix1dWidget,multiselectWidget,organigramWidget
3939,115876,753146,2341,"The problem is that where destructive earthquakes are rare, buildings are simply not constructed robustly enough to cope with strong ground shaking, so many collapse resulting in high casualties,” said Bill McGuire, professor emeritus of geophysical and climate hazards at University College London.","{'matrix2dWidget': ['cross', 'cross', 'scope & scale->drivers/aggravating factors', 'scope & scale->damages & losses']}",2023-09-12 10:39:13.656955+00:00,,,"[['cross', 'scope & scale->drivers/aggravating factors'], ['cross', 'scope & scale->damages & losses']]",,,,
3939,115876,753148,2341,"The earthquake is the country’s deadliest since a 2004 tremor near al-Hoceima, in the northern Rif mountains, killed more than 600 people.","{'matrix1dWidget': ['casualties->dead', 'shock and events->type and characteristics']}",2023-09-12 10:39:13.700046+00:00,,,,,"['casualties->dead', 'shock and events->type and characteristics']",,
3939,115876,753154,2341,"The earthquake hit after 11pm local time (22:00 GMT) on Friday evening, according to the United States Geological Survey (USGS), which measured its magnitude at 6.8 and said it was at a relatively shallow depth of 18.5km (11.5 miles).",{'matrix1dWidget': ['shock and events->type and characteristics']},2023-09-12 10:39:13.722967+00:00,,,,,['shock and events->type and characteristics'],,
3939,115876,753155,2341,"Haddad told Al Jazeera since the 2004 earthquake, the government has worked on a sophisticated plan for “rapid intervention” with a two-tiered system, including both national and provincial response operations.","{'matrix2dWidget': ['cross', 'capacities & response']}",2023-09-12 10:39:13.830115+00:00,,,"[['cross', 'capacities & response']]",,,,
3939,115876,753156,2341,"In a sign of the huge scale of the disaster, Morocco’s King Mohammed VI ordered the armed forces to mobilise air and land assets, specialised search-and-rescue teams, and a surgical field hospital.","{'matrix2dWidget': ['cross', 'health', 'capacities & response', 'capacities & response']}",2023-09-12 10:39:14.000025+00:00,,,"[['cross', 'capacities & response'], ['health', 'capacities & response']]",,,,
3939,115876,753217,2341,"The earthquake’s epicentre was the Ighil area, a mountainous rural commune home to small farming villages in the al-Haouz province near the ski resort of Oukaimeden in the Atlas Mountains.",{'matrix1dWidget': ['shock /event/ongoing conditions->type and characteristics']},2023-09-12 10:39:14.130400+00:00,,,,,['shock /event/ongoing conditions->type and characteristics'],,
3939,115876,753224,2341,"Initial reports suggest damage and deaths were severe throughout the Marrakesh-Safi region, which more than 4.5 million people call home.","{'matrix2dWidget': ['cross', 'cross', 'scope & scale->damages & losses', 'scope & scale->drivers/aggravating factors']}",2023-09-12 10:39:14.237645+00:00,,,"[['cross', 'scope & scale->damages & losses'], ['cross', 'scope & scale->drivers/aggravating factors']]",,,,
3939,115878,753169,2341,"Families in Marrakech huddled into the early hours of Sunday, spending a second night on the streets as Morocco's deadliest earthquake in more than half a century left many fearing their homes were no longer safe to return to.","{'matrix2dWidget': ['shelter', 'shelter', 'scope & scale->damages & losses', 'scope & scale->drivers/aggravating factors']}",2023-09-12 10:39:14.104600+00:00,,,"[['shelter', 'scope & scale->damages & losses'], ['shelter', 'scope & scale->drivers/aggravating factors']]",,,,
3939,115882,756549,2341,"The news of the 6.8 magnitude earthquake that struck Morocco late last night is a tragedy. With more than 800 people reportedly killed already, and hundreds more injured, we fear the death toll will rise with many trapped in rubble and in hard-to-reach areas of south Marrakech.","{'geoWidget': [60913, 60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['event/shock->shock/driver', 'humanitarian profile->casualties'], 'dateRangeWidget': ['09-09-2023']}",2023-09-15 07:45:12.864883+00:00,"[60913, 60875]",['fairly reliable'],,['09-09-2023'],"['event/shock->shock/driver', 'humanitarian profile->casualties']",,
3939,116045,756791,2341,"The National Institute of Geophysics announced that an earthquake scoring 7 on the Richter scale was recorded this early Saturday in Al Haouz.The institute explained in a warning bulletin that this earthquake, whose epicenter was located in the Ighil, Al Haouz, occurred at 11:11 p.m. on Friday evening.The same source added that the earthquake was recorded at a depth of 8 kilometers, and occurred at the confluence of latitude 30.961 degrees north and longitude 8.413 degrees west.","{'geoWidget': [60875, 60909], 'matrix1dWidget': ['event/shock->shock/driver'], 'dateRangeWidget': ['08-09-2023']}",2023-09-15 09:30:12.818445+00:00,"[60875, 60909]",,,['08-09-2023'],['event/shock->shock/driver'],,
3939,116045,756799,2341,"Late on Friday night, international seismic observatories recorded a strong earthquake in various regions of Morocco, mostly near Agadir and Marrakech, which hit at 10:59 p.m., and was recorded at a depth of 18.5 kilometers.The strong tremor was felt in particular by residents of Marrakesh, Agadir, and the capital, Rabat, as well as the rest of Moroccan cities.","{'geoWidget': [60913, 60930, 60875, 60927], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['event/shock->shock/driver'], 'dateRangeWidget': ['08-09-2023']}",2023-09-15 09:33:12.385409+00:00,"[60913, 60930, 60875, 60927]",['fairly reliable'],,['08-09-2023'],['event/shock->shock/driver'],,
3939,117330,756157,2341,"Several powerful aftershocks have been recorded across Morocco in the wake of the magnitude 6.8 earthquake, which caused widespread destruction on 8 September.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['event/shock->shock/driver'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 05:06:12.764358+00:00,[60875],['fairly reliable'],,['14-09-2023'],['event/shock->shock/driver'],,
3939,117330,756158,2341,"Thousands of Moroccans have been sleeping outside, fearing that tremors after the earthquake could put their lives at danger.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['shelter', 'humanitarian conditions->coping mechanisms'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 05:06:12.890966+00:00,[60875],['fairly reliable'],"[['shelter', 'humanitarian conditions->coping mechanisms']]",['14-09-2023'],,,
3939,116210,754108,2341,The building partially collapsed after a powerful earthquake struck Moulay Brahim late on Friday night. The epicenter of the 6.8-magnitude earthquake was not far from the village that lies about two hours southwest of Marrakech.,"{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['event/shock->shock/driver'], 'matrix2dWidget': ['shelter', 'scope & scale->damages & losses'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:21.915164+00:00,[60875],['fairly reliable'],"[['shelter', 'scope & scale->damages & losses']]",['11-09-2023'],['event/shock->shock/driver'],,
3939,116210,754127,2341,"Like many other villages in the area, Moulay Brahim is hard to get to. The roads are narrow and windy, and some are partially obstructed by huge boulders that rolled down the steep hills during the earthquake. Further up the mountains, some roads remain completely impassable, even 48 hours after the earthquake, according to the authorities.The difficult access to the vast earthquake-hit area has hampered aid delivery efforts.While emergency camps have been set up in some places, people in other inaccessible areas have been left to fend for themselves.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian access->physical constraints', 'humanitarian profile->affected groups'], 'matrix2dWidget': ['cross', 'scope & scale->drivers/aggravating factors'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:22.251647+00:00,[60875],['fairly reliable'],"[['cross', 'scope & scale->drivers/aggravating factors']]",['11-09-2023'],"['humanitarian access->physical constraints', 'humanitarian profile->affected groups']",,
3939,116210,754146,2341,"In a village not far from the town of Asni, further up from Moulay Brahim, the first official government aid arrived on Sunday morning. In this settlement of 2,000, almost everyone has lost their home.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['flag->key event'], 'matrix2dWidget': ['shelter', 'scope & scale->damages & losses'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:22.653056+00:00,[60875],['fairly reliable'],"[['shelter', 'scope & scale->damages & losses']]",['11-09-2023'],['flag->key event'],,
3939,116212,754144,2341,"At least 2,862 people have been killed in the disaster and 2,562 have been injured, state media said on Monday.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:22.442655+00:00,[60875],['fairly reliable'],,['11-09-2023'],['humanitarian profile->casualties'],,
3939,116212,754145,2341,"The earthquake struck at around 11.11 p.m. local time (6.11 p.m ET) on Friday. Its epicenter was located in the High Atlas mountain range, about 72 kilometers (44.7 miles) southwest of Marrakech, a city of about 840,000 people. Its impact was felt far and wide, reaching as far north as Casablanca. But it most severely damaged towns and villages near the base of the Atlas Mountains, while also ripping through the center and suburbs of Marrakech.","{'geoWidget': [60913, 60875, 60902], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['event/shock->shock/driver'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:22.506702+00:00,"[60913, 60875, 60902]",['fairly reliable'],,['11-09-2023'],['event/shock->shock/driver'],,
3939,116212,754170,2341,"Nearly 1,500 people have died in the province of Al Haouz, where the quake was most devastating. The region, like many other badly affected locations, lies south of Morocco at the foot of the Atlas Mountains, and includes remote villages and settlements that have been difficult for rescuers to reach. Eyewitnesses in the foothills of the mountains said some towns are completely destroyed, with almost all the homes in an area of the village of Asni damaged. The scale of the quake’s impact is still becoming clear, but eyewitnesses CNN spoke to gave a sense of the destruction, especially in isolated villages that have been most badly hit.","{'geoWidget': [60913, 60875, 60909], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['event/shock->shock/driver'], 'matrix2dWidget': ['shelter', 'scope & scale->damages & losses'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:22.799682+00:00,"[60913, 60875, 60909]",['fairly reliable'],"[['shelter', 'scope & scale->damages & losses']]",['11-09-2023'],['event/shock->shock/driver'],,
3939,116212,754172,2341,"Inside and outside Marrakech, many residents have spent two nights on the streets, afraid to return to their homes. In the hard-hit central village of Moulay Brahim, south of Marrakech in the Atlas Mountains, CNN found a family living in a makeshift camp on a soccer field, with authorities telling them it could be a week before they can go home. Firefighters are leading rescue efforts but some buildings are too dangerous to enter.","{'geoWidget': [60913, 60875, 60909], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['shelter', 'shelter', 'scope & scale->damages & losses', 'humanitarian conditions->coping mechanisms'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:22.945588+00:00,"[60913, 60875, 60909]",['fairly reliable'],"[['shelter', 'scope & scale->damages & losses'], ['shelter', 'humanitarian conditions->coping mechanisms']]",['11-09-2023'],,,
3939,116212,754174,2341,"Britain said it has deployed 60 search and rescue specialists, including four search dogs, rescue equipment and a medical assessment team to Morocco. Algeria, which severed diplomatic ties with Morocco in 2021 and closed its airspace to all planes registered in Morocco, said it would reopen its airspace for humanitarian aid and medical flights going to and from the Arab nation.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['health', 'cross', 'logistics', 'capacities & response->international actors', 'capacities & response->international actors', 'capacities & response->international actors'], 'dateRangeWidget': ['11-09-2023']}",2023-09-12 10:39:23.156044+00:00,[60875],['fairly reliable'],"[['health', 'capacities & response->international actors'], ['cross', 'capacities & response->international actors'], ['logistics', 'capacities & response->international actors']]",['11-09-2023'],,,
3939,116213,754193,2341,"Residents in Tinmel, a remote village close to the epicentre where 15 people were killed, said they had been sharing food, water and medicine, but desperately needed tents and blankets to shelter from the cold mountain nights.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['food', 'health', 'wash', 'humanitarian conditions->coping mechanisms', 'humanitarian conditions->coping mechanisms', 'humanitarian conditions->coping mechanisms'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:23.794927+00:00,[60875],['fairly reliable'],"[['food', 'humanitarian conditions->coping mechanisms'], ['health', 'humanitarian conditions->coping mechanisms'], ['wash', 'humanitarian conditions->coping mechanisms']]",['12-09-2023'],,,
3939,116310,754278,2341,"In a statement to the press at the end of the meeting, Minister Delegate for Relations with Parliament and Government Spokesman, Mustapha Baitas, said that, in view of the exceptional nature of the project and its compelling and unforeseeable necessity, the Council of Government deliberated and adopted Draft Decree 2.23.811 of Safar 24, 1445 (September 10, 2023) creating the special account ""Special Fund for managing the effects of the earthquake that hit the Kingdom of Morocco"". The draft decree aims to take urgent measures for the benefit of the populations and areas affected by the earthquake in the Kingdom,"" said the Minister.",{'matrix1dWidget': ['context->legal  & policy']},2023-09-12 11:02:43.124488+00:00,,,,,['context->legal  & policy'],,
3939,116310,754291,2341,"He noted that the adoption of this draft decree is part of the implementation of the high instructions of HM King Mohammed VI, in accordance with the provisions of Article 70 of the Constitution and in application of Article 26 of Organic Law 130.13 of the Appropriation Act, as stipulated in Dahir 1.15. 62 of 14 Sha'baan 1436 (June 2, 2015) and Article 28 of Appropriation Act 50.22 for the fiscal year 2023, as stipulated in Dahir 1.22.75 of 18 Jumaada I 1444 (December 13, 2022), as well as Article 25 of Decree 2.15.426 of 18 Ramadan 1436 (July 15, 2015) on the preparation and implementation of the Appropriation Act, as amended and supplemented.",{'matrix1dWidget': ['context->legal  & policy']},2023-09-12 11:02:43.147989+00:00,,,,,['context->legal  & policy'],,
3939,116330,760026,2341,"According to the latest report of UN OCHA, as of 10 September, at least 2,122 people died (most of them are recorded in the Al Haouz and Taroudant Provinces) while 2,421 others have been injured. In addition, extensive damage to buildings has been reported, families are still trapped under the rubble, and others are displaced.","{'matrix1dWidget': ['humanitarian profile->casualties'], 'matrix2dWidget': ['cross', 'scope & scale->damages & losses']}",2023-09-21 05:42:12.284702+00:00,,,"[['cross', 'scope & scale->damages & losses']]",,['humanitarian profile->casualties'],,
3939,116330,760027,2341,"The search and rescue activities, lead by national authorities, are challenging due to the destroyed and blocked roads and the remote geographic locations of some affected villages.",{'matrix1dWidget': ['humanitarian access->physical constraints']},2023-09-21 05:42:12.309726+00:00,,,,,['humanitarian access->physical constraints'],,
3939,116330,760028,2341,The European Commission is releasing EUR 1 million in humanitarian funding to help the most affected people.,"{'matrix2dWidget': ['livelihoods', 'capacities & response->international actors']}",2023-09-21 05:42:12.396208+00:00,,,"[['livelihoods', 'capacities & response->international actors']]",,,,
3939,116344,753870,2341,"Together, hand in hand, at the level of the “Tikhet” roundabout of the “Adasil” community in the Chichaoua region, residents and authorities continue their tireless efforts aimed at providing assistance to those affected by the devastating earthquake that struck the region, similar to a group of regions and territories of the country on the evening of Friday, September 8, 2023.","{'geoWidget': [60875, 60910], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['cross', 'capacities & response->national actors'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:18.033581+00:00,"[60875, 60910]",['fairly reliable'],"[['cross', 'capacities & response->national actors']]",['12-09-2023'],,,
3939,116344,753872,2341,"The public authorities are continuing their efforts to rescue and evacuate the wounded, care for the injured victims, and mobilize all necessary capabilities to address the effects of this painful tragedy.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['health', 'protection', 'cross', 'capacities & response->government and local authorities', 'capacities & response->government and local authorities', 'capacities & response->government and local authorities'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:18.337269+00:00,[60875],['fairly reliable'],"[['health', 'capacities & response->government and local authorities'], ['protection', 'capacities & response->government and local authorities'], ['cross', 'capacities & response->government and local authorities']]",['12-09-2023'],,,
3939,116341,753788,2341,"The Ministry of the Interior announced that the number of deaths resulting from the earthquake that struck many areas of Morocco last Friday night had risen to 2,862 people, 2,854 of whom were buried.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:15.300227+00:00,[60875],['fairly reliable'],,['12-09-2023'],['humanitarian profile->casualties'],,
3939,116341,753790,2341,"A statement from the Ministry of Interior stated that the number of wounded reached 2,562 people.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:15.365364+00:00,[60875],['fairly reliable'],,['12-09-2023'],['humanitarian profile->casualties'],,
3939,116341,753791,2341,"In this context, the number of deaths reached 1,604 in Al Haouz Province, 976 in Taroudant Province, and one case in Essaouira Province. While no new deaths were recorded in the remaining prefectures and regions concerned.","{'geoWidget': [60912, 60875, 60909, 60935], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:15.430042+00:00,"[60912, 60875, 60909, 60935]",['fairly reliable'],,['12-09-2023'],['humanitarian profile->casualties'],,
3939,116341,753793,2341,"The public authorities are continuing their efforts to rescue and evacuate the wounded, take care of the injured victims, and open the roads damaged by the earthquake, mobilizing all necessary capabilities to address the effects of this painful tragedy.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['protection', 'logistics', 'logistics', 'capacities & response->government and local authorities', 'capacities & response->government and local authorities', 'scope & scale->drivers/aggravating factors'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:15.618461+00:00,[60875],['fairly reliable'],"[['protection', 'capacities & response->government and local authorities'], ['logistics', 'capacities & response->government and local authorities'], ['logistics', 'scope & scale->drivers/aggravating factors']]",['12-09-2023'],,,
3939,116342,753827,2341,"A group of young people in the Dakhla-Oued Eddahab region launched a humanitarian initiative to collect donations and direct them to the districts affected by the earthquake that struck, last Friday, the Al Haouz region and other regions, causing serious damage to lives and infrastructure.","{'geoWidget': [60875, 60883], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['cross', 'cross', 'scope & scale->drivers/aggravating factors', 'capacities & response->national actors'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:16.746967+00:00,"[60875, 60883]",['fairly reliable'],"[['cross', 'scope & scale->drivers/aggravating factors'], ['cross', 'capacities & response->national actors']]",['12-09-2023'],,,
3939,116343,753877,2341,"A number of residents of the Agbar community in Al Haouz Province said that since the earthquake, they have been waiting for the only road leading to their villages to open, and that their suffering with communications continues, which has prevented them from knowing the conditions of their relatives and acquaintances there.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix1dWidget': ['information->information needs & gaps'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:18.548867+00:00,[60875],['fairly reliable'],,['12-09-2023'],['information->information needs & gaps'],,
3939,116343,753878,2341,"Since Saturday, all necessary human resources and machinery, including bulldozers, logistical equipment and trucks, have been deployed towards the areas affected by the earthquake in this region in order to ensure the smooth flow of road traffic and speed up the delivery of aid to the affected areas.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['logistics', 'capacities & response->government and local authorities'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:18.656350+00:00,[60875],['fairly reliable'],"[['logistics', 'capacities & response->government and local authorities']]",['12-09-2023'],,,
3939,116343,753923,2341,"The regional official highlighted that work is underway in full swing and continuously in order to facilitate the movement of aid through these roads, pointing out that soil erosion and falling rock blocks have made the task difficult, as each time the road is forced to reopen.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['logistics', 'scope & scale->system disruption'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:19.312099+00:00,[60875],['fairly reliable'],"[['logistics', 'scope & scale->system disruption']]",['12-09-2023'],,,
3939,116343,753926,2341,"The public authorities are continuing their efforts to rescue and evacuate the wounded, care for the injured victims, and mobilize all necessary capabilities to address the effects of this painful tragedy.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['protection', 'capacities & response->government and local authorities'], 'dateRangeWidget': ['12-09-2023']}",2023-09-12 10:39:19.438337+00:00,[60875],['fairly reliable'],"[['protection', 'capacities & response->government and local authorities']]",['12-09-2023'],,,
3939,117341,756183,2341,"The Government of Morocco is conducting the emergency response, in addition, the UN continues close communication with the national authorities.","{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['cross', 'cross', 'capacities & response->government and local authorities', 'capacities & response->international actors'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 05:15:13.738807+00:00,[60875],['fairly reliable'],"[['cross', 'capacities & response->government and local authorities'], ['cross', 'capacities & response->international actors']]",['14-09-2023'],,,
3939,117341,756184,2341,The Copernicus Emergency Management Service (EMSR695) was activated in rapid mapping mode on 9 September and 16 maps have been produced so far.,"{'geoWidget': [60875], 'scaleWidget': ['fairly reliable'], 'matrix2dWidget': ['cross', 'capacities & response->international actors'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 05:15:13.847800+00:00,[60875],['fairly reliable'],"[['cross', 'capacities & response->international actors']]",['14-09-2023'],,,
3939,117343,756233,2341,"More than 380,000 people were exposed to the impact of a magnitude 6.8 earthquake that hit Morocco on 8 September 2023 at 23:11 local time. Since the initial quake, a magnitude 4.9 aftershock (19 minutes after the initial quake) and a magnitude 3.9 aftershock (on Sunday, 10 September) have hit the country (AP 11/09/2023; VOA 10/09/2023). The most affected provinces are al-Haouz, Azilal, Chichaoua, Marrakesh, Ouarzazate, and Taroudant. The earthquake particularly affected remote mountainous villages, as boulders led to road closures, making access challenging and slowing down rescue efforts","{'geoWidget': [60934, 60935, 60938, 60875, 60909, 60910, 60913], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian access->physical constraints', 'event/shock->shock/driver']}",2023-09-15 05:36:12.592943+00:00,"[60934, 60935, 60938, 60875, 60909, 60910, 60913]",['usually reliable'],,,"['humanitarian access->physical constraints', 'event/shock->shock/driver']",,
3939,117343,756251,2341,"As at 13 September, over 2,900 deaths and over 5,600 injuries had been recorded across Morocco, with over 1,450 deaths in al-Haouz province alone. The exact number of fatalities for other affected provinces is unclear (France 24 13/09/2023; HOPE 11/09/2023; Al Jazeera 13/09/2023; OCHA 11/09/2023).","{'geoWidget': [60875, 60909], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 05:45:13.112245+00:00,"[60875, 60909]",['usually reliable'],,['14-09-2023'],['humanitarian profile->casualties'],,
3939,117343,756329,2341,"Humanitarian needs in the affected provinces persist, with food, clean water, psychosocial support, shelter, and blankets being reported as priority needs (ACAPS 10/09/2023; Action for Humanity 13/09/2023). Across all affected areas, the earthquake has affected about 100,000 children, who likely need protection assistance (UNICEF 11/09/2023). It has damaged over 500 schools, affecting Chichaoua and Taroudant provinces the most (Action for Humanity 13/09/2023).","{'geoWidget': [60875, 60910, 60935], 'scaleWidget': ['major'], 'matrix2dWidget': ['education', 'protection', 'education', 'protection', 'food', 'wash', 'protection', 'shelter', 'scope & scale->damages & losses', 'scope & scale->damages & losses', 'scope & scale->drivers/aggravating factors', 'scope & scale->drivers/aggravating factors', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions', 'humanitarian conditions->humanitarian conditions'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:09:13.150591+00:00,"[60875, 60910, 60935]",['major'],"[['education', 'scope & scale->damages & losses'], ['protection', 'scope & scale->damages & losses'], ['education', 'scope & scale->drivers/aggravating factors'], ['protection', 'scope & scale->drivers/aggravating factors'], ['food', 'humanitarian conditions->humanitarian conditions'], ['wash', 'humanitarian conditions->humanitarian conditions'], ['protection', 'humanitarian conditions->humanitarian conditions'], ['shelter', 'humanitarian conditions->humanitarian conditions']]",['14-09-2023'],,,
3939,117343,756341,2341,"Access to information on the impact of the earthquake, including on humanitarian needs, is limited, and restricted physical access to affected communities makes the scale of needs difficult to determine and verify.","{'geoWidget': [60875], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['information->communication means & channels'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:12:13.117269+00:00,[60875],['usually reliable'],,['14-09-2023'],['information->communication means & channels'],,
3939,117343,756350,2341,Blocked roads and rubble on alleyways in Marrakesh are delaying access and assistance delivery to earthquake victims (Al Jazeera 09/09/2023).,"{'geoWidget': [60913, 60875], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian access->physical constraints'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:15:13.592810+00:00,"[60913, 60875]",['usually reliable'],,['14-09-2023'],['humanitarian access->physical constraints'],,
3939,117343,756354,2341,"There are traffic build-ups on access roads as people seek to move out of Marrakesh, and the use of roads as a shelter alternative is slowing down response times, posing significant access constraints to aid responders (BBC 10/09/2023).","{'geoWidget': [60875, 60910], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian access->physical constraints'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:18:12.939195+00:00,"[60875, 60910]",['usually reliable'],,['14-09-2023'],['humanitarian access->physical constraints'],,
3939,117343,756360,2341,"The earthquake affected an estimated 300,000 residents of Marrakesh, which was close to the epicentre (OCHA 09/09/2023; BBC 10/09/2023).","{'geoWidget': [60875, 60910], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian profile->affected groups'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:21:12.354706+00:00,"[60875, 60910]",['usually reliable'],,['14-09-2023'],['humanitarian profile->affected groups'],,
3939,117343,756375,2341,Nine people died in Imlil village in the High Atlas Mountains after the earthquake caused their houses to collapse (AA 09/09/2023).,"{'geoWidget': [60875], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian profile->casualties'], 'matrix2dWidget': ['shelter', 'scope & scale->damages & losses'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:24:13.207771+00:00,[60875],['usually reliable'],"[['shelter', 'scope & scale->damages & losses']]",['14-09-2023'],['humanitarian profile->casualties'],,
3939,117343,756412,2341,"Mohammed VI University Hospital in Marrakesh is receiving patients from across the region and has had to treat some of the injured outside the hospital given a lack of space (Al Jazeera 14/09/2023; CNN 09/09/2023). As at 9 September, the high patient caseload from the remote mountainous region in al-Haouz province adding to the injured residents of Marrakesh had completely overwhelmed the prefecture’s health infrastructure (AP 13/09/2023; CNN 09/09/2023; Al Jazeera 14/09/2023)","{'geoWidget': [60875, 60909], 'scaleWidget': ['usually reliable'], 'matrix2dWidget': ['health', 'health', 'cross', 'humanitarian conditions->living standards', 'scope & scale->system disruption', 'scope & scale->damages & losses'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:33:12.995506+00:00,"[60875, 60909]",['usually reliable'],"[['health', 'humanitarian conditions->living standards'], ['health', 'scope & scale->system disruption'], ['cross', 'scope & scale->damages & losses']]",['14-09-2023'],,,
3939,117343,756420,2341,"The damage and destruction of buildings have led to widespread displacement among the earthquake-stricken population. Survivors are seeking shelter in open spaces, such as roads, because their houses are damaged or have collapsed or out of fear of the collapse of already damaged buildings (Reuters 10/09/2023; CNN 09/09/2023; US News 10/09/2023)","{'geoWidget': [60875], 'scaleWidget': ['usually reliable'], 'matrix2dWidget': ['shelter', 'shelter', 'scope & scale->damages & losses', 'humanitarian conditions->living standards'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:36:12.614385+00:00,[60875],['usually reliable'],"[['shelter', 'scope & scale->damages & losses'], ['shelter', 'humanitarian conditions->living standards']]",['14-09-2023'],,,
3939,117343,756437,2341,"Fallen boulders are possibly blocking some roads, delaying the response, but there is no specific information about this issue in relation to Ouarzazate province (NBC 09/09/2023).","{'geoWidget': [60875], 'scaleWidget': ['usually reliable'], 'matrix1dWidget': ['humanitarian access->physical constraints'], 'dateRangeWidget': ['14-09-2023']}",2023-09-15 06:39:13.815596+00:00,[60875],['usually reliable'],,['14-09-2023'],['humanitarian access->physical constraints'],,
